Sample,X(ms) [19.04.2023 15:52:46 523 UTC],"HMI_User.FT_Data.Force_X","HMI_User.FT_Data.Force_Y","HMI_User.FT_Data.Force_Z","HMI_User.FT_Data.Torque_X","HMI_User.FT_Data.Torque_Y","HMI_User.FT_Data.Torque_Z","DeltaPicker.TcpInWcs.z.Position(mm)"
403,1681919566522.985496,21.423999786377,1.03999996185303,22.2560005187988,-0.948000013828278,1.08000004291534,1.02400004863739,145.472
404,1681919566526.985496,21.423999786377,0.624000012874603,21.423999786377,-0.955999970436096,1.10800004005432,1.01999998092651,145.472
405,1681919566530.985496,21.423999786377,0.624000012874603,21.6319999694824,-0.939999997615814,1.11600005626678,1.02799999713898,145.472
406,1681919566534.985496,21.2159996032715,0.624000012874603,21.423999786377,-0.959999978542328,1.12000000476837,1.03600001335144,145.472
407,1681919566538.985496,21.2159996032715,0.624000012874603,21.423999786377,-0.959999978542328,1.12000000476837,1.03600001335144,145.472
408,1681919566542.985496,21.423999786377,0.624000012874603,21.6319999694824,-0.976000010967255,1.12399995326996,1.05599999427795,145.472
409,1681919566546.985496,21.2159996032715,0.832000017166138,21.8400001525879,-0.995999991893768,1.11600005626678,1.05999994277954,145.472
410,1681919566550.985496,21.2159996032715,0.832000017166138,21.8400001525879,-0.995999991893768,1.11600005626678,1.05999994277954,145.472
411,1681919566554.985496,21.2159996032715,0.832000017166138,22.0480003356934,-1.01199996471405,1.10800004005432,1.03999996185303,145.472
412,1681919566558.985496,21.2159996032715,0.832000017166138,22.0480003356934,-1.01199996471405,1.10800004005432,1.03999996185303,145.472
413,1681919566562.985496,21.2159996032715,0.624000012874603,22.0480003356934,-0.980000019073486,1.10800004005432,1.01999998092651,145.472
414,1681919566566.985496,21.007999420166,0.624000012874603,21.8400001525879,-0.959999978542328,1.11199998855591,1.02400004863739,145.472
415,1681919566570.985496,21.007999420166,0.416000008583069,21.423999786377,-0.96399998664856,1.10399997234344,1.02799999713898,145.472
416,1681919566574.985496,21.6319999694824,0.624000012874603,21.423999786377,-0.935999989509583,1.10000002384186,1.03999996185303,145.472
417,1681919566578.985496,21.6319999694824,0.624000012874603,21.423999786377,-0.935999989509583,1.10000002384186,1.03999996185303,145.472
418,1681919566582.985496,21.423999786377,0.624000012874603,21.423999786377,-0.948000013828278,1.11600005626678,1.05599999427795,145.472
419,1681919566586.985496,21.6319999694824,0.832000017166138,21.6319999694824,-0.955999970436096,1.12000000476837,1.05599999427795,145.472
420,1681919566590.985496,21.6319999694824,0.832000017166138,21.6319999694824,-0.955999970436096,1.12000000476837,1.05599999427795,145.472
421,1681919566594.985496,21.423999786377,0.832000017166138,21.8400001525879,-0.980000019073486,1.12399995326996,1.0440000295639,145.472
422,1681919566598.985496,21.423999786377,0.832000017166138,21.8400001525879,-0.980000019073486,1.12399995326996,1.0440000295639,145.472
423,1681919566602.985496,21.423999786377,0.624000012874603,21.6319999694824,-0.955999970436096,1.10800004005432,1.03600001335144,145.472
424,1681919566606.985496,21.2159996032715,0.416000008583069,21.6319999694824,-0.972000002861023,1.11199998855591,1.03600001335144,145.472
425,1681919566610.985496,20.7999992370605,0.624000012874603,21.423999786377,-0.972000002861023,1.10399997234344,1.03600001335144,145.472
426,1681919566614.985496,20.7999992370605,0.624000012874603,21.2159996032715,-0.984000027179718,1.09599995613098,1.03600001335144,145.472
427,1681919566618.985496,20.7999992370605,0.624000012874603,21.2159996032715,-0.984000027179718,1.09599995613098,1.03600001335144,145.472
428,1681919566622.985496,21.423999786377,0.832000017166138,21.6319999694824,-0.991999983787537,1.11600005626678,1.03600001335144,145.472
429,1681919566626.985496,21.2159996032715,0.624000012874603,21.6319999694824,-0.987999975681305,1.12399995326996,1.04799997806549,145.472
430,1681919566630.985496,21.2159996032715,0.624000012874603,21.6319999694824,-0.987999975681305,1.12399995326996,1.04799997806549,145.472
431,1681919566634.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.967999994754791,1.12800002098083,1.05599999427795,145.472
432,1681919566638.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.967999994754791,1.12800002098083,1.05599999427795,145.472
433,1681919566642.985496,21.423999786377,0.832000017166138,21.6319999694824,-0.944000005722046,1.09599995613098,1.0440000295639,145.472
434,1681919566646.985496,21.423999786377,0.624000012874603,22.0480003356934,-0.939999997615814,1.09599995613098,1.03999996185303,145.472
435,1681919566650.985496,21.423999786377,0.624000012874603,22.0480003356934,-0.939999997615814,1.09599995613098,1.03999996185303,145.472
436,1681919566654.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.991999983787537,1.10399997234344,1.02799999713898,145.472
437,1681919566658.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.991999983787537,1.10399997234344,1.02799999713898,145.472
438,1681919566662.985496,21.423999786377,0.624000012874603,21.423999786377,-0.987999975681305,1.12000000476837,1.03999996185303,145.472
439,1681919566666.985496,21.423999786377,0.624000012874603,21.2159996032715,-0.955999970436096,1.12000000476837,1.05200004577637,145.472
440,1681919566670.985496,21.423999786377,0.624000012874603,21.2159996032715,-0.955999970436096,1.12000000476837,1.05200004577637,145.472
441,1681919566674.985496,21.423999786377,0.624000012874603,21.2159996032715,-0.939999997615814,1.11199998855591,1.05599999427795,145.472
442,1681919566678.985496,21.423999786377,0.624000012874603,21.2159996032715,-0.939999997615814,1.11199998855591,1.05599999427795,145.472
443,1681919566682.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.980000019073486,1.12000000476837,1.03999996185303,145.472
444,1681919566686.985496,21.2159996032715,0.832000017166138,21.8400001525879,-1.00800001621246,1.10800004005432,1.03199994564056,145.472
445,1681919566690.985496,21.2159996032715,0.832000017166138,21.8400001525879,-1.00800001621246,1.10800004005432,1.03199994564056,145.472
446,1681919566694.985496,21.007999420166,0.832000017166138,21.6319999694824,-1,1.10800004005432,1.01600003242493,145.472
447,1681919566698.985496,21.007999420166,0.832000017166138,21.6319999694824,-1,1.10800004005432,1.01600003242493,145.472
448,1681919566702.985496,21.423999786377,0.832000017166138,21.2159996032715,-0.948000013828278,1.10800004005432,1.03199994564056,145.472
449,1681919566706.985496,21.8400001525879,0.416000008583069,21.007999420166,-0.920000016689301,1.1360000371933,1.05200004577637,145.472
450,1681919566710.985496,21.6319999694824,0.416000008583069,21.2159996032715,-0.931999981403351,1.13999998569489,1.05999994277954,145.472
451,1681919566714.985496,21.8400001525879,0.624000012874603,21.6319999694824,-0.972000002861023,1.11199998855591,1.06400001049042,145.472
452,1681919566718.985496,21.6319999694824,0.416000008583069,21.8400001525879,-0.991999983787537,1.11199998855591,1.05599999427795,145.472
453,1681919566722.985496,21.423999786377,0.832000017166138,22.0480003356934,-0.976000010967255,1.10399997234344,1.03999996185303,145.472
454,1681919566726.985496,21.423999786377,0.832000017166138,22.0480003356934,-0.96399998664856,1.09599995613098,1.02400004863739,145.472
455,1681919566730.985496,21.2159996032715,1.03999996185303,21.423999786377,-0.967999994754791,1.10800004005432,1.02400004863739,145.472
456,1681919566734.985496,20.7999992370605,0.624000012874603,21.6319999694824,-0.96399998664856,1.12000000476837,1.01999998092651,145.472
457,1681919566738.985496,20.7999992370605,0.624000012874603,21.6319999694824,-0.96399998664856,1.12000000476837,1.01999998092651,145.472
458,1681919566742.985496,21.007999420166,0.624000012874603,21.6319999694824,-0.984000027179718,1.12000000476837,1.04799997806549,145.472
459,1681919566746.985496,21.2159996032715,0.416000008583069,21.8400001525879,-0.991999983787537,1.11600005626678,1.05200004577637,145.472
460,1681919566750.985496,21.2159996032715,0.416000008583069,21.8400001525879,-0.991999983787537,1.11600005626678,1.05200004577637,145.472
461,1681919566754.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.976000010967255,1.11199998855591,1.04799997806549,145.472
462,1681919566758.985496,21.423999786377,0.624000012874603,21.8400001525879,-0.976000010967255,1.11199998855591,1.04799997806549,145.472
463,1681919566762.985496,21.007999420166,0.832000017166138,21.8400001525879,-0.967999994754791,1.11199998855591,1.02799999713898,145.472
